antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'herb marker thyme'}),frozenset({'herb marker mint'}),0.011647908782621516,0.01179535066594584,0.010124342654936846,0.869198312236287,73.68990857946555,1.0,0.009986951486320875,7.554983932005514,0.9980548729560235,0.7601476014760147,0.8676370447640986,0.8637658227848102
frozenset({'herb marker basil'}),frozenset({'herb marker thyme'}),0.011893645254828722,0.011647908782621516,0.01032093183270261,0.8677685950413223,74.49994769327336,1.0,0.010182395737681506,7.474412689831424,0.9984524105588518,0.7806691449814128,0.8662102239336541,0.8769222722042055
"frozenset({'jumbo storage bag suki', 'jumbo bag pink polkadot', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo bag red retrospot'}),0.015186513982405269,0.10281613997149457,0.013171474910306187,0.8673139158576051,8.435581379519451,1.0,0.011610056163012148,6.761702749970927,0.8950471715680506,0.1256446319737459,0.8521082577899036,0.49771049521369737
frozenset({'herb marker mint'}),frozenset({'herb marker basil'}),0.01179535066594584,0.011893645254828722,0.010222637243819728,0.8666666666666667,72.86804407713498,1.0,0.010082347527342661,7.410797660588786,0.9980488999238688,0.759124087591241,0.8650617590980685,0.8630853994490358
"frozenset({""poppy's playhouse bedroom"", ""poppy's playhouse livingroom""})","frozenset({""poppy's playhouse kitchen""})",0.01277829655477466,0.021428220376468275,0.011008993954882784,0.8615384615384615,40.20578687367678,1.0,0.010735177800271207,7.067462852836615,0.9877497173011686,0.4745762711864407,0.85850650780589,0.6876499647141849
"frozenset({'charlotte bag pink polkadot', 'strawberry charlotte bag'})",frozenset({'red retrospot charlotte bag'}),0.018626824593306137,0.05081830245244999,0.016022017987909764,0.8601583113456465,16.92615199318169,1.0,0.015075434381998399,6.787544591896633,0.9587788314063238,0.29990800367985276,0.8526713178144187,0.5877193877811404
"frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot', 'charlotte bag suki design'})",frozenset({'red retrospot charlotte bag'}),0.014351009976900772,0.05081830245244999,0.01233597090480169,0.8595890410958904,16.91494992183567,1.0,0.01160667693929742,6.760025748387429,0.9545798853948454,0.23348837209302328,0.8520715693666485,0.5511678280914655
frozenset({'herb marker basil'}),frozenset({'herb marker mint'}),0.011893645254828722,0.01179535066594584,0.010222637243819728,0.859504132231405,72.86804407713498,1.0,0.010082347527342661,7.033691915848269,0.9981481835746945,0.759124087591241,0.8578271536535732,0.8630853994490358
"frozenset({'charlotte bag pink polkadot', 'charlotte bag apples design'})",frozenset({'red retrospot charlotte bag'}),0.012237676315918808,0.05081830245244999,0.010517521010468373,0.8594377510040161,16.911972843016166,1.0,0.009895623074130827,6.752749791124,0.9525270101735144,0.2001870907390084,0.8519121793444164,0.5332005002602286
frozenset({'herb marker mint'}),frozenset({'herb marker thyme'}),0.01179535066594584,0.011647908782621516,0.010124342654936846,0.8583333333333333,73.68990857946554,1.0,0.009986951486320875,6.976602996828551,0.9982037845101522,0.7601476014760147,0.85666376595392,0.8637658227848102
"frozenset({'woodland charlotte bag', 'charlotte bag suki design', 'strawberry charlotte bag'})",frozenset({'red retrospot charlotte bag'}),0.014891630215756622,0.05081830245244999,0.01277829655477466,0.8580858085808581,16.885369388002633,1.0,0.012021529186460296,6.688419868765297,0.9549986184240823,0.2414113277623027,0.8504878551853529,0.554768242781725
"frozenset({'green regency teacup and saucer', 'pink regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.031110237381432152,0.052391015874576105,0.02663783358726102,0.8562401263823065,16.34326252486003,1.0,0.025007936646748576,6.59160974671861,0.968957194898113,0.46845289541918755,0.8482919896012028,0.682341451558883
"frozenset({""poppy's playhouse livingroom"", ""poppy's playhouse kitchen""})","frozenset({""poppy's playhouse bedroom""})",0.012876591143657542,0.020789305548729542,0.011008993954882784,0.8549618320610687,41.125078952592354,1.0,0.010741298567171223,6.7514000512166525,0.9884113055229561,0.4859002169197397,0.8518825736271114,0.6922563297421183
"frozenset({'jumbo bag woodland animals', 'jumbo bag pink polkadot', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo bag red retrospot'}),0.012483412788126013,0.10281613997149457,0.010664962893792696,0.8543307086614172,8.309305415455954,1.0,0.009381466577246787,6.159045958033521,0.8907728830523319,0.10192578675434476,0.8376371914069491,0.4790295990725824
"frozenset({'jumbo  bag baroque black white', 'jumbo bag pink polkadot', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo bag red retrospot'}),0.01184449796038728,0.10281613997149457,0.010026048066053964,0.8464730290456431,8.232880842252248,1.0,0.008808242505866704,5.843819196401887,0.8890663795608765,0.09581963363081258,0.8288790316073241,0.4719936846949057
"frozenset({'regency cakestand 3 tier', 'pink regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.019265739421044873,0.052391015874576105,0.01626775446011697,0.8443877551020408,16.117033445648428,1.0,0.015258402800273563,6.089552816019117,0.9563791945775276,0.2937000887311446,0.8357843292910754,0.5774471608530842
"frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot', 'strawberry charlotte bag'})",frozenset({'charlotte bag suki design'}),0.012925738438098983,0.043347913697350964,0.010910699365999902,0.844106463878327,19.472827914435737,1.0,0.010350395571710655,6.136573138965773,0.9610689159583802,0.2405200433369447,0.8370426005924644,0.5479035720752179
"frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot', 'red retrospot charlotte bag', 'strawberry charlotte bag'})",frozenset({'charlotte bag suki design'}),0.011893645254828722,0.043347913697350964,0.010026048066053964,0.8429752066115702,19.44673075841907,1.0,0.00951048335800074,6.092363286453711,0.9599953186945009,0.22173913043478258,0.8358600836848508,0.5371338618091864
"frozenset({'jumbo bag pink polkadot', 'jumbo bag scandinavian blue paisley'})",frozenset({'jumbo bag red retrospot'}),0.01562883963237824,0.10281613997149457,0.013171474910306187,0.8427672955974842,8.196838510287769,1.0,0.011564577947071544,5.706089349781292,0.8919417590762051,0.12511671335200747,0.8247486257749663,0.4854371850836369
"frozenset({'jumbo storage bag suki', 'jumbo bag woodland animals', 'jumbo bag pink polkadot'})",frozenset({'jumbo bag red retrospot'}),0.013662947854720598,0.10281613997149457,0.011500466899297193,0.841726618705036,8.186716783361074,1.0,0.010095695340243009,5.668570751998284,0.8900110856860073,0.10955056179775281,0.8235886886218223,0.47679065160873213
"frozenset({'jumbo bag red retrospot', 'green regency teacup and saucer'})",frozenset({'dotcom postage'}),0.01326976949918907,0.03479628446454023,0.011156435838207107,0.8407407407407408,24.161796400920693,1.0,0.010694697163934445,6.060581469641261,0.9715039827939966,0.30226364846870835,0.8349993305082669,0.5806811048336472
"frozenset({'jumbo  bag baroque black white', 'jumbo bag scandinavian blue paisley'})",frozenset({'jumbo bag red retrospot'}),0.012385118199243131,0.10281613997149457,0.010370079127144051,0.8373015873015873,8.143678487966252,1.0,0.009096689080807165,5.514398359199595,0.888205903475081,0.09892170651664323,0.8186565541947629,0.46908100397584146
frozenset({'regency tea plate green'}),frozenset({'regency tea plate roses'}),0.01872511918218902,0.021870546026441243,0.015677986926819678,0.8372703412073491,38.28301041021558,1.0,0.015268458345895014,6.010763257482677,0.9924627352392483,0.6291913214990138,0.8336317773362443,0.7770621368958094
"frozenset({'pack of 72 retrospot cake cases', 'charlotte bag pink polkadot'})",frozenset({'red retrospot charlotte bag'}),0.012680001965891778,0.05081830245244999,0.010615815599351255,0.8372093023255813,16.47456254779362,1.0,0.009971439424350905,5.830687570649233,0.9513636539620909,0.20074349442379183,0.8284936402639985,0.5230533939094058
frozenset({'regency tea plate pink'}),"frozenset({'regency tea plate green', 'regency tea plate roses'})",0.014989924804639504,0.015677986926819678,0.012532560082567454,0.8360655737704918,53.327354951436355,1.0,0.012297548237446306,6.004364279746402,0.9961805698229795,0.6910569105691057,0.8334544752101157,0.8177193072614215
"frozenset({'charlotte bag pink polkadot', 'lunch bag cars blue'})",frozenset({'red retrospot charlotte bag'}),0.012385118199243131,0.05081830245244999,0.01032093183270261,0.8333333333333334,16.398291424887173,1.0,0.00969154115014413,5.695090185285301,0.9507937297835282,0.19516728624535315,0.8244101555083796,0.5182140554480981
"frozenset({'roses regency teacup and saucer', 'jam making set with jars'})",frozenset({'green regency teacup and saucer'}),0.01233597090480169,0.04988450385806261,0.010271784538261169,0.8326693227091634,16.691943555825958,1.0,0.00965641075006764,5.678071179324436,0.9518326387407429,0.19772942289498585,0.8238838562571564,0.5192903263792122
"frozenset({'charlotte bag pink polkadot', 'charlotte bag suki design', 'red retrospot charlotte bag', 'strawberry charlotte bag'})",frozenset({'woodland charlotte bag'}),0.012041087138153045,0.041037990858603234,0.010026048066053964,0.8326530612244898,20.289810582915802,1.0,0.009531906042150795,5.730382737552248,0.962301331835092,0.23287671232876714,0.8254915865485185,0.5384822192349994
frozenset({'wooden tree christmas scandinavian'}),frozenset({'wooden star christmas scandinavian'}),0.016611785521207057,0.02516341475401779,0.013810389738044921,0.8313609467455622,33.03847887389053,1.0,0.01339238048917,5.780609926546351,0.9861133664228321,0.4938488576449913,0.8270078741331965,0.690094535872781
"frozenset({'charlotte bag pink polkadot', 'lunch bag  black skull.'})",frozenset({'red retrospot charlotte bag'}),0.01331891679363051,0.05081830245244999,0.011058141249324225,0.8302583025830259,16.337781124426332,1.0,0.010381296507366494,5.591918261638829,0.9514646565274181,0.20833333333333334,0.8211704904808589,0.5239299249859037
"frozenset({'strawberry charlotte bag', 'charlotte bag apples design'})",frozenset({'red retrospot charlotte bag'}),0.012680001965891778,0.05081830245244999,0.010517521010468373,0.8294573643410852,16.322020301980718,1.0,0.009873144835468023,5.565656317437904,0.9507890820428532,0.19851576994434136,0.8203266707527603,0.5182103069287631
frozenset({'small chocolates pink bowl'}),frozenset({'small dolly mix design orange bowl'}),0.012090234432594486,0.025900624170639406,0.010026048066053964,0.8292682926829268,32.01730920535012,1.0,0.00971290344788041,5.705439201286254,0.980622854584349,0.35852372583479786,0.8247286554601166,0.6081825334382376
frozenset({'pink regency teacup and saucer'}),frozenset({'green regency teacup and saucer'}),0.0376468275421438,0.04988450385806261,0.031110237381432152,0.8263707571801567,16.565680587531673,1.0,0.029232244067662262,5.472093759734769,0.9763923066602348,0.5513937282229965,0.8172545932311529,0.7250080386886005
"frozenset({'jumbo bag pink polkadot', 'jumbo bag toys'})",frozenset({'jumbo bag red retrospot'}),0.013859537032486362,0.10281613997149457,0.011451319604855752,0.826241134751773,8.03610342676593,1.0,0.010026335505383522,5.163384663837519,0.8878670073334624,0.10882765063054646,0.8063285877181224,0.46880890389596297
"frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot'})",frozenset({'red retrospot charlotte bag'}),0.019413181304369195,0.05081830245244999,0.015972870693468325,0.8227848101265822,16.190718115711384,1.0,0.014986325774378643,5.356096721875459,0.9568109616926778,0.29438405797101447,0.8132968742114415,0.5685490781774111
"frozenset({'wooden tree christmas scandinavian', 'wooden star christmas scandinavian'})",frozenset({'wooden heart christmas scandinavian'}),0.013810389738044921,0.026441244409495256,0.011353025015972872,0.8220640569395018,31.090218153435025,1.0,0.01098786112551884,5.471400206418637,0.9813889057883874,0.3928571428571429,0.8172314284692838,0.6257160433396394
"frozenset({'charlotte bag pink polkadot', 'charlotte bag suki design', 'strawberry charlotte bag'})",frozenset({'woodland charlotte bag'}),0.01331891679363051,0.041037990858603234,0.010910699365999902,0.8191881918819188,19.9617031619418,1.0,0.010364117780376396,5.3036470301493575,0.9627265490236202,0.251131221719457,0.8114504991913388,0.5425282276774863
frozenset({'set/6 red spotty paper cups'}),frozenset({'set/6 red spotty paper plates'}),0.021035042020936746,0.025900624170639406,0.01720155305450435,0.8177570093457945,31.572868821933362,1.0,0.016656732336706462,5.345058113525214,0.9891337057941808,0.578512396694215,0.8129112951139698,0.7409468158683432
"frozenset({'jumbo bag toys', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo bag red retrospot'}),0.013073180321423305,0.10281613997149457,0.010664962893792696,0.8157894736842105,7.934449532051927,1.0,0.00932082895599265,4.870426668726172,0.8855441911869831,0.10135450723960765,0.794679179460566,0.45975898158397904
"frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot', 'charlotte bag suki design', 'red retrospot charlotte bag'})",frozenset({'strawberry charlotte bag'}),0.01233597090480169,0.0354843465867204,0.010026048066053964,0.8127490039840638,22.90443765105782,1.0,0.009588314198984281,5.150924021419857,0.9682850747783188,0.2652795838751626,0.8058600756210826,0.5476487402191788
"frozenset({'recycling bag retrospot', 'jumbo bag pink polkadot'})",frozenset({'jumbo bag red retrospot'}),0.01469504103799086,0.10281613997149457,0.011942792549270163,0.8127090301003345,7.904488831477775,1.0,0.010431905153021238,4.790320966937913,0.8865170093832416,0.11312849162011174,0.7912457209231173,0.46443290893162037
"frozenset({'alarm clock bakelike chocolate', 'alarm clock bakelike green'})",frozenset({'alarm clock bakelike red'}),0.013613800560279157,0.05165380645795449,0.011058141249324225,0.8122743682310469,15.725353539864045,1.0,0.010354936630026373,5.0517672232912805,0.9493324475447047,0.20398912058023572,0.8020494698588885,0.5131780975313179
"frozenset({'roses regency teacup and saucer', 'dotcom postage'})",frozenset({'green regency teacup and saucer'}),0.014105273504693566,0.04988450385806261,0.011451319604855752,0.8118466898954704,16.274526698820825,1.0,0.010747685034291837,5.049687914680296,0.951982250672874,0.2179607109448082,0.8019679598232534,0.5207016700708879
"frozenset({'jumbo bag pink polkadot', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo bag red retrospot'}),0.023000933798594386,0.10281613997149457,0.018577677298864698,0.8076923076923077,7.855695690542727,1.0,0.016212810069953336,4.665356072148229,0.893249396946766,0.1732355637030248,0.7856540884478436,0.49419032210619207
"frozenset({'jumbo storage bag suki', 'jumbo bag woodland animals', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo bag red retrospot'}),0.013515505971396275,0.10281613997149457,0.010910699365999902,0.8072727272727273,7.851614809664523,1.0,0.009521087212259251,4.655199273732811,0.884593391717744,0.1034965034965035,0.7851864246408207,0.4566956370589258
"frozenset({'woodland charlotte bag', 'strawberry charlotte bag'})",frozenset({'red retrospot charlotte bag'}),0.019953801543225045,0.05081830245244999,0.016071165282351207,0.8054187192118227,15.848989052033808,1.0,0.015057146960451432,4.878073027902601,0.9559799267165354,0.293800539083558,0.7950010189925416,0.5608331507084259
"frozenset({'charlotte bag suki design', 'strawberry charlotte bag'})",frozenset({'red retrospot charlotte bag'}),0.020396127193198013,0.05081830245244999,0.016415196343441293,0.8048192771084337,15.837193260469343,1.0,0.015378699782878716,4.863091413360904,0.9563636123298255,0.29955156950672646,0.7943694833182469,0.5639183426161124
"frozenset({'jumbo storage bag suki', 'jumbo bag scandinavian blue paisley'})",frozenset({'jumbo bag red retrospot'}),0.014842482921315181,0.10281613997149457,0.011942792549270163,0.804635761589404,7.825967419244552,1.0,0.010416745747707703,4.592364842857774,0.8853612294148864,0.11297071129707113,0.7822472660125775,0.4603962746761551
"frozenset({'jam making set with jars', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.01277829655477466,0.052391015874576105,0.010271784538261169,0.8038461538461539,15.343206090344928,1.0,0.00960231660060993,4.830947762208044,0.9469246576435569,0.18710832587287377,0.7930012806549294,0.499953095684803
"frozenset({'jumbo bag pink polkadot', 'dotcom postage'})",frozenset({'jumbo bag red retrospot'}),0.016955816582297143,0.10281613997149457,0.013613800560279157,0.8028985507246378,7.809071133649238,1.0,0.011870468949222706,4.551888701615214,0.8869833233283171,0.12824074074074074,0.7803109729714711,0.46765386427245276
"frozenset({'charlotte bag pink polkadot', 'charlotte bag suki design'})",frozenset({'red retrospot charlotte bag'}),0.02015039072099081,0.05081830245244999,0.01616945987123409,0.802439024390244,15.790354767184038,1.0,0.015145451221039736,4.804499950549328,0.9559326163128139,0.295067264573991,0.7918617940904207,0.560310421286031
"frozenset({'jumbo storage bag suki', 'jumbo bag pink polkadot'})",frozenset({'jumbo bag red retrospot'}),0.025310856637342113,0.10281613997149457,0.02029783260431513,0.8019417475728156,7.799765171063135,1.0,0.017695468025491733,4.529898901124318,0.8944297962448734,0.18824065633546036,0.779244521383954,0.4996802428112644
"frozenset({'jumbo bag pink polkadot', 'jumbo bag strawberry'})",frozenset({'jumbo bag red retrospot'}),0.017103258465621468,0.10281613997149457,0.01371209514916204,0.8017241379310345,7.797648678051032,1.0,0.011953604132792053,4.52492729405681,0.8869255290721525,0.1291068949560389,0.7790019739513974,0.46754466934792643
"frozenset({'regency cakestand 3 tier', 'green regency teacup and saucer'})",frozenset({'roses regency teacup and saucer'}),0.02501597287069347,0.052391015874576105,0.020052096132107927,0.8015717092337917,15.299793215553434,1.0,0.01874148390032146,4.775573989305354,0.9586204630052444,0.3496143958868894,0.7906010874840496,0.5921554606206482
"frozenset({'jumbo  bag baroque black white', 'dotcom postage'})",frozenset({'jumbo bag red retrospot'}),0.013368064088071951,0.10281613997149457,0.010714110188234137,0.801470588235294,7.79518262850073,1.0,0.009339657439807022,4.519148331995433,0.8835266831949,0.1015843429636533,0.7787193677799796,0.4528385445956585
"frozenset({'jumbo bag toys', 'jumbo shopper vintage red paisley'})",frozenset({'jumbo storage bag suki'}),0.013073180321423305,0.058190396618666144,0.010468373716026933,0.8007518796992482,13.760894000203212,1.0,0.00970764016805597,4.726818009423301,0.939614046679025,0.17219078415521424,0.7884411885529721,0.49032526417394845
"frozenset({'strawberry charlotte bag', 'lunch bag  black skull.'})",frozenset({'red retrospot charlotte bag'}),0.013810389738044921,0.05081830245244999,0.011058141249324225,0.800711743772242,15.75636542604817,1.0,0.010356320686630047,4.762858160908241,0.9496486040510759,0.20642201834862384,0.7900420364797704,0.5091566455805117
"frozenset({'regency tea plate green', 'regency tea plate roses'})",frozenset({'regency tea plate pink'}),0.015677986926819678,0.014989924804639504,0.012532560082567454,0.7993730407523512,53.327354951436355,1.0,0.012297548237446306,4.9096595935518765,0.9968769213297461,0.6910569105691057,0.7963198912378051,0.8177193072614215
"frozenset({""poppy's playhouse livingroom""})","frozenset({""poppy's playhouse kitchen""})",0.016120312576792646,0.021428220376468275,0.012876591143657542,0.7987804878048782,37.27703345267398,1.0,0.012531161533224476,4.86320520782604,0.9891187341491233,0.5219123505976097,0.7943742948805111,0.6998489594987694
