support,itemsets,length
0.01371209514916204,frozenset({'bird house hot water bottle'}),1
0.01326976949918907,"frozenset({'birthday card, retro spot'})",1
0.015186513982405269,"frozenset({""biscuit tin 50's christmas""})",1
0.013662947854720598,frozenset({'biscuit tin vintage christmas'}),1
0.018430235415540376,frozenset({'black record cover frame'}),1
0.014351009976900772,frozenset({'black/blue polkadot umbrella'}),1
0.017938762471125965,frozenset({'blue diner wall clock'}),1
0.01916744483216199,frozenset({'blue happy birthday bunting'}),1
0.029635818548188923,frozenset({'blue harmonica in box'}),1
0.015825428810144003,frozenset({'blue polkadot bowl'}),1
0.015972870693468325,frozenset({'blue polkadot cup'}),1
0.010664962893792696,frozenset({'blue polkadot wrap'}),1
0.018430235415540376,frozenset({'blue spot ceramic drawer knob'}),1
0.020887600137612424,frozenset({'blue stripe ceramic drawer knob'}),1
0.010910699365999902,frozenset({'blue vintage spot beaker'}),1
0.010370079127144051,frozenset({'bohemian collage stationery set'}),1
0.010173489949378287,frozenset({'bottle bag retrospot'}),1
0.028849461837125865,frozenset({'box of 24 cocktail parasols'}),1
0.010370079127144051,frozenset({'box of 6 assorted colour teaspoons'}),1
0.01081240477711702,frozenset({'box of 6 christmas cake decorations'}),1
0.019806359659900723,"frozenset({""box of 6 mini 50's crackers""})",1
0.018479382709981815,frozenset({'box of 6 mini vintage crackers'}),1
0.013122327615864746,frozenset({'box of vintage alphabet blocks'}),1
0.011598761488180075,frozenset({'box of vintage jigsaw blocks'}),1
0.011991939843711604,frozenset({'boys vintage tin seaside bucket'}),1
0.018430235415540376,frozenset({'bread bin diner style ivory'}),1
0.013662947854720598,frozenset({'bread bin diner style red'}),1
0.011746203371504399,frozenset({'brocade ring purse'}),1
0.012041087138153045,frozenset({'bubblegum ring assorted'}),1
0.012974885732540424,frozenset({'bull dog bottle opener'}),1
0.016955816582297143,frozenset({'bundle of 3 alphabet exercise books'}),1
0.013564653265837716,frozenset({'bundle of 3 retro note books'}),1
0.012286823610360249,frozenset({'button box'}),1
0.010910699365999902,frozenset({'cake plate lovebird white'}),1
0.01331891679363051,frozenset({'calendar paper cut design'}),1
0.019560623187693516,frozenset({'candleholder pink hanging heart'}),1
0.021772251437558364,frozenset({'card billboard font'}),1
0.011058141249324225,frozenset({'card birthday cowboy'}),1
0.011991939843711604,frozenset({'card christmas village'}),1
0.014154420799135007,frozenset({'card circus parade'}),1
0.015333955865729592,frozenset({'card dolly girl'}),1
0.010664962893792696,frozenset({'card i love london'}),1
0.013073180321423305,frozenset({'card motorbike santa'}),1
0.011549614193738634,frozenset({'card party games'}),1
0.013171474910306187,frozenset({'card psychedelic apples'}),1
0.01425271538801789,frozenset({'card suki birthday'}),1
0.013613800560279157,frozenset({'ceramic cherry cake money bank'}),1
0.017299847643387233,frozenset({'ceramic heart fairy cake money bank'}),1
0.019265739421044873,frozenset({'ceramic strawberry cake money bank'}),1
0.012532560082567454,frozenset({'charlie + lola red hot water bottle'}),1
0.010517521010468373,frozenset({'charlie and lola figures tins'}),1
0.015383103160171033,frozenset({'charlie+lola pink hot water bottle'}),1
0.0286528726593601,frozenset({'charlotte bag apples design'}),1
0.020396127193198013,frozenset({'charlotte bag dolly girl design'}),1
0.03651643976999066,frozenset({'charlotte bag pink polkadot'}),1
0.043347913697350964,frozenset({'charlotte bag suki design'}),1
0.021870546026441243,frozenset({'charlotte bag vintage alphabet'}),1
0.01975721236545928,frozenset({'chick grey hot water bottle'}),1
0.015432250454612474,"frozenset({""children's apron dolly girl""})",1
0.011156435838207107,"frozenset({""children's spaceboy mug""})",1
0.017938762471125965,frozenset({'childrens apron apples design'}),1
0.02712930653167543,frozenset({'childrens apron spaceboy design'}),1
0.01430186268245933,frozenset({'childrens cutlery dolly girl'}),1
0.014203568093576448,frozenset({'childrens cutlery polkadot blue'}),1
0.012090234432594486,frozenset({'childrens cutlery polkadot green'}),1
0.020789305548729542,frozenset({'childrens cutlery polkadot pink'}),1
0.015579692337936796,frozenset({'childrens cutlery retrospot red'}),1
0.017693025998918758,frozenset({'childrens cutlery spaceboy'}),1
0.010026048066053964,frozenset({'childrens dolly girl mug'}),1
0.010910699365999902,frozenset({'childs breakfast set spaceboy'}),1
0.032584656214675385,frozenset({'chilli lights'}),1
0.015186513982405269,frozenset({'chocolate box ribbons'}),1
0.04216837863075638,frozenset({'chocolate hot water bottle'}),1
0.023000933798594386,frozenset({'chocolate this way metal sign'}),1
0.026736128176143903,frozenset({'christmas craft little friends'}),1
0.022460313559738536,frozenset({'christmas craft tree top angel'}),1
0.018528530004423255,frozenset({'christmas craft white fairy'}),1
0.012385118199243131,frozenset({'christmas hanging star with bell'}),1
0.015284808571288151,frozenset({'christmas lights 10 reindeer'}),1
0.010271784538261169,frozenset({'christmas lights 10 vintage baubles'}),1
0.011893645254828722,frozenset({'christmas pudding trinket pot'}),1
0.012876591143657542,frozenset({'christmas star wish list chalkboard'}),1
0.012188529021477369,frozenset({'christmas toilet roll'}),1
0.019511475893252077,frozenset({'circus parade lunch box'}),1
0.011058141249324225,frozenset({'citronella candle garden pot'}),1
0.015972870693468325,frozenset({'classic cafe sugar dispenser'}),1
0.01479333562687374,frozenset({'classic glass cookie jar'}),1
0.01425271538801789,frozenset({'classic metal birdcage plant holder'}),1
0.021673956848675482,frozenset({'clear drawer knob acrylic edwardian'}),1
0.03794171130879245,frozenset({'clothes pegs retrospot pack 24'}),1
0.012827443849216101,frozenset({'coffee mug apples design'}),1
0.012532560082567454,frozenset({'coffee mug cat + bird design'}),1
0.010419226421585492,frozenset({'coffee mug pears  design'}),1
0.03052046984813486,frozenset({'colour glass t-light holder hanging'}),1
0.012974885732540424,frozenset({'colour glass. star t-light holder'}),1
0.01626775446011697,frozenset({'colouring pencils brown tube'}),1
0.035533493881161844,frozenset({'cook with wine metal sign'}),1
0.013466358676954834,frozenset({'cowboys and indians birthday card'}),1
0.013957831621369243,frozenset({'cream cupid hearts coat hanger'}),1
0.025753182287315084,frozenset({'cream heart card holder'}),1
0.025507445815107877,frozenset({'cream sweetheart mini chest'}),1
0.011451319604855752,frozenset({'decorative wicker heart large'}),1
0.010615815599351255,frozenset({'decorative wicker heart medium'}),1
0.016120312576792646,frozenset({'deluxe sewing kit'}),1
0.010517521010468373,frozenset({'dinosaur lunch box with cutlery'}),1
0.014105273504693566,frozenset({'dinosaurs  writing set'}),1
0.010566668304909814,frozenset({'disco ball christmas decoration'}),1
0.04177520027522485,frozenset({'dolly girl lunch box'}),1
0.011500466899297193,frozenset({'doormat 3 smiley cats'}),1
0.010959846660441343,frozenset({'doormat airmail'}),1
0.02019953801543225,frozenset({'doormat english rose'}),1
0.017938762471125965,frozenset({'doormat fairy cake'}),1
0.02467194180960338,frozenset({'doormat fancy font home sweet home'}),1
0.02914434560377451,frozenset({'doormat hearts'}),1
0.014056126210252125,frozenset({'doormat home sweet home blue'}),1
0.035779230353369045,frozenset({'doormat keep calm and come in'}),1
0.029488376664864598,frozenset({'doormat new england'}),1
0.03425566422568438,frozenset({'doormat red retrospot'}),1
0.02359070133189168,frozenset({'doormat spotty home sweet home'}),1
0.010075195360495405,frozenset({'doormat topiary'}),1
0.030274733375927655,frozenset({'doormat union flag'}),1
0.010124342654936846,frozenset({'doormat union jack guns and roses'}),1
0.014105273504693566,frozenset({'doormat welcome puppies'}),1
0.022017987909765568,frozenset({'doormat welcome to our home'}),1
0.014547599154666536,frozenset({'doorstop retrospot heart'}),1
0.03479628446454023,frozenset({'dotcom postage'}),1
0.016906669287855704,frozenset({'doughnut lip gloss'}),1
0.0188234137710719,frozenset({'edwardian parasol black'}),1
0.02653953899837814,frozenset({'edwardian parasol natural'}),1
0.016022017987909764,frozenset({'edwardian parasol red'}),1
0.010370079127144051,frozenset({'embossed glass tealight holder'}),1
0.012041087138153045,frozenset({'emergency first aid tin'}),1
0.022312871676414214,frozenset({'enamel bread bin cream'}),1
0.02501597287069347,frozenset({'enamel flower jug cream'}),1
0.018479382709981815,frozenset({'enamel measuring jug cream'}),1
0.01032093183270261,frozenset({'enamel wash bowl cream'}),1
0.01184449796038728,frozenset({'enchanted bird coathanger 5 hook'}),1
0.010419226421585492,frozenset({'english rose garden secateurs'}),1
0.018430235415540376,frozenset({'english rose hot water bottle'}),1
0.016955816582297143,frozenset({'english rose notebook a7 size'}),1
0.012876591143657542,frozenset({'fairy cake flannel assorted colour'}),1
0.01828279353221605,frozenset({'family album white picture frame'}),1
0.01277829655477466,frozenset({'family photo frame cornice'}),1
0.015874576104585442,"frozenset({'fancy font birthday card,'})",1
0.01130387772153143,frozenset({'fancy fonts birthday wrap'}),1
0.02408217427630609,frozenset({'fawn blue hot water bottle'}),1
0.011746203371504399,"frozenset({'feather pen,hot pink'})",1
0.026883570059468228,frozenset({'feltcraft 6 flower friends'}),1
0.02363984862633312,frozenset({'feltcraft butterfly hearts'}),1
0.01577628151570256,frozenset({'feltcraft christmas fairy'}),1
0.017103258465621468,frozenset({'feltcraft cushion butterfly'}),1
0.02309922838747727,frozenset({'feltcraft cushion owl'}),1
0.018970855654396226,frozenset({'feltcraft cushion rabbit'}),1
0.013122327615864746,frozenset({'feltcraft doll emily'}),1
0.01626775446011697,frozenset({'feltcraft doll molly'}),1
0.01479333562687374,frozenset({'feltcraft doll rosie'}),1
0.013515505971396275,frozenset({'feltcraft girl amelie kit'}),1
0.022067135204207007,frozenset({'feltcraft princess charlotte doll'}),1
0.02029783260431513,frozenset({'feltcraft princess lola doll'}),1
0.01425271538801789,frozenset({'feltcraft princess olivia doll'}),1
0.010419226421585492,frozenset({'filigris heart with butterfly'}),1
0.011647908782621516,frozenset({'fine wicker heart'}),1
0.020887600137612424,frozenset({'floral folk stationery set'}),1
0.010124342654936846,frozenset({'fluted antique candle holder'}),1
0.011991939843711604,frozenset({'folkart zinc heart christmas dec'}),1
0.01430186268245933,frozenset({'food container set 3 love heart'}),1
0.010664962893792696,frozenset({'foot stool home sweet home'}),1
0.01960977048213496,frozenset({'four hook  white lovebirds'}),1
0.010763257482675578,frozenset({'french bathroom sign blue metal'}),1
0.010173489949378287,frozenset({'french blue metal door sign 1'}),1
0.015579692337936796,frozenset({'french enamel candleholder'}),1
0.01479333562687374,frozenset({'french wc sign blue metal'}),1
0.010222637243819728,frozenset({'frying pan union flag'}),1
0.014596746449107977,frozenset({'full english breakfast plate'}),1
0.011451319604855752,frozenset({'funky diva pen'}),1
0.010517521010468373,frozenset({'gaolers keys decorative garden'}),1
0.037253649186612274,frozenset({'gardeners kneeling pad cup of tea'}),1
0.04487147982503563,frozenset({'gardeners kneeling pad keep calm'}),1
0.011746203371504399,frozenset({'garland wooden happy easter'}),1
0.016366049048999853,"frozenset({""giant 50's christmas cracker""})",1
0.012090234432594486,frozenset({'gin & tonic diet greeting card'}),1
0.03730279648105372,frozenset({'gin + tonic diet metal sign'}),1
0.014498451860225095,frozenset({'gin and tonic mug'}),1
0.03292868727576547,frozenset({'gingerbread man cookie cutter'}),1
0.01184449796038728,frozenset({'gingham heart  doorstop red'}),1
0.02029783260431513,frozenset({'gingham heart decoration'}),1
0.013466358676954834,frozenset({'giraffe wooden ruler'}),1
0.011353025015972872,frozenset({'girls vintage tin seaside bucket'}),1
0.010419226421585492,frozenset({'glass  beurre dish'}),1
0.010271784538261169,frozenset({'glass apothecary bottle elixir'}),1
0.012090234432594486,frozenset({'glass apothecary bottle perfume'}),1
0.010959846660441343,frozenset({'glass apothecary bottle tonic'}),1
0.011058141249324225,frozenset({'glass bon bon jar'}),1
0.010517521010468373,frozenset({'glass heart t-light holder'}),1
0.01326976949918907,frozenset({'glass jar daisy fresh cotton wool'}),1
0.010664962893792696,frozenset({'glass jar english confectionery'}),1
0.01184449796038728,frozenset({'glitter butterfly clips'}),1
0.010075195360495405,frozenset({'gold mini tape measure'}),1
0.014351009976900772,frozenset({'grand chocolatecandle'}),1
0.010075195360495405,frozenset({'green polkadot bowl'}),1
0.04988450385806261,frozenset({'green regency teacup and saucer'}),1
0.0275716321816484,frozenset({'grey heart hot water bottle'}),1
0.014989924804639504,frozenset({'grow a flytrap or sunflower in tin'}),1
0.010763257482675578,frozenset({'grow your own basil in enamel mug'}),1
0.03346930751462132,frozenset({'gumball coat rack'}),1
0.011402172310414311,frozenset({'gumball magazine rack'}),1
0.03327271833685556,frozenset({'hand over the chocolate   sign'}),1
0.018086204354450287,frozenset({'hand warmer babushka design'}),1
0.027227601120558314,frozenset({'hand warmer bird design'}),1
0.032142330564702414,frozenset({'hand warmer owl design'}),1
0.019511475893252077,frozenset({'hand warmer red love heart'}),1
0.018381088121098933,frozenset({'hand warmer red retrospot'}),1
0.026932717353909667,frozenset({'hand warmer scotty dog design'}),1
0.02354155403745024,frozenset({'hand warmer union jack'}),1
0.035779230353369045,frozenset({'hanging heart jar t-light holder'}),1
0.014203568093576448,frozenset({'hanging heart mirror decoration'}),1
0.010763257482675578,frozenset({'hanging heart with bell'}),1
0.029635818548188923,frozenset({'hanging heart zinc t-light holder'}),1
0.017103258465621468,frozenset({'hanging jam jar t-light holder'}),1
0.017299847643387233,frozenset({'hanging metal heart lantern'}),1
0.013810389738044921,frozenset({'happy stencil craft'}),1
0.010271784538261169,frozenset({'heads and tails sporting fun'}),1
0.011058141249324225,frozenset({'heart decoration painted zinc'}),1
0.01671008011008994,frozenset({'heart decoration rustic hanging'}),1
0.012581707377008896,frozenset({'heart decoration with pearls'}),1
0.01469504103799086,frozenset({'heart filigree dove  small'}),1
0.012286823610360249,frozenset({'heart filigree dove large'}),1
0.01562883963237824,frozenset({'heart ivory trellis large'}),1
0.018577677298864698,frozenset({'heart ivory trellis small'}),1
0.045510394652774365,frozenset({'heart of wicker large'}),1
0.05902590062417064,frozenset({'heart of wicker small'}),1
0.010910699365999902,frozenset({'heart wooden christmas decoration'}),1
0.011893645254828722,frozenset({'herb marker basil'}),1
0.010271784538261169,frozenset({'herb marker chives'}),1
0.01179535066594584,frozenset({'herb marker mint'}),1
0.011697056077062958,frozenset({'herb marker parsley'}),1
0.01179535066594584,frozenset({'herb marker rosemary'}),1
0.011647908782621516,frozenset({'herb marker thyme'}),1
0.01081240477711702,frozenset({'holiday fun ludo'}),1
0.03818744778099965,frozenset({'home building block word'}),1
0.01125473042708999,frozenset({'home sweet home cushion cover'}),1
0.011058141249324225,frozenset({'home sweet home hanging heart'}),1
0.013859537032486362,frozenset({'home sweet home metal sign'}),1
0.017152405760062907,frozenset({'home sweet home mug'}),1
0.031749152209170885,frozenset({'homemade jam scented candles'}),1
0.02993070231483757,frozenset({'hot baths metal sign'}),1
0.032289772448026735,frozenset({'hot water bottle i am so poorly'}),1
0.03843318425320686,frozenset({'hot water bottle keep calm'}),1
0.03160171032584656,frozenset({'hot water bottle tea and sympathy'}),1
0.018037057060008847,"frozenset({""i'm on holiday metal sign""})",1
0.012630854671450337,frozenset({'ice cream pen lip gloss'}),1
0.013613800560279157,frozenset({'ice cream sundae lip gloss'}),1
0.020396127193198013,frozenset({'ivory diner wall clock'}),1
0.015579692337936796,frozenset({'ivory hanging decoration  heart'}),1
0.035140315525630315,frozenset({'ivory kitchen scales'}),1
0.014105273504693566,frozenset({'ivory wicker heart large'}),1
0.011451319604855752,frozenset({'ivory wicker heart medium'}),1
0.015039072099080945,frozenset({'jam jar with green lid'}),1
0.01680837469897282,frozenset({'jam jar with pink lid'}),1
0.057109156140954444,frozenset({'jam making set printed'}),1
0.05568388460215265,frozenset({'jam making set with jars'}),1
0.011058141249324225,frozenset({'jazz hearts address book'}),1
0.013613800560279157,frozenset({'jazz hearts purse notebook'}),1
0.01032093183270261,frozenset({'jingle bell heart antique silver'}),1
0.017496436821152997,frozenset({'jingle bell heart decoration'}),1
0.04585442571386445,frozenset({'jumbo  bag baroque black white'}),1
0.03518946282007176,"frozenset({""jumbo bag 50's christmas""})",1
0.04452744876394554,frozenset({'jumbo bag alphabet'}),1
0.048066053963729295,frozenset({'jumbo bag apples'}),1
0.014744188332432299,frozenset({'jumbo bag charlie and lola toys'}),1
0.025261709342900673,frozenset({'jumbo bag doiley patterns'}),1
0.02211628249864845,frozenset({'jumbo bag dolly girl design'}),1
0.032289772448026735,frozenset({'jumbo bag owls'}),1
0.016611785521207057,frozenset({'jumbo bag paisley park'}),1
0.029242640192657394,frozenset({'jumbo bag pears'}),1
0.05986140462967514,frozenset({'jumbo bag pink polkadot'}),1
0.04251240969184646,frozenset({'jumbo bag pink vintage paisley'}),1
0.10281613997149457,frozenset({'jumbo bag red retrospot'}),1
0.03253550892023394,frozenset({'jumbo bag scandinavian blue paisley'}),1
0.03381333857571141,frozenset({'jumbo bag spaceboy design'}),1
0.040546517914188826,frozenset({'jumbo bag strawberry'}),1
0.02570403499287364,frozenset({'jumbo bag toys'}),1
0.023394112154125915,frozenset({'jumbo bag vintage christmas'}),1
0.03494372634786455,frozenset({'jumbo bag vintage doily'}),1
0.043200471814026635,frozenset({'jumbo bag vintage leaf'}),1
0.042414115102963584,frozenset({'jumbo bag woodland animals'}),1
0.05774807096869317,frozenset({'jumbo shopper vintage red paisley'}),1
0.0346488425812159,frozenset({'jumbo storage bag skulls'}),1
0.058190396618666144,frozenset({'jumbo storage bag suki'}),1
0.015186513982405269,"frozenset({'key fob , back door'})",1
0.01032093183270261,"frozenset({'key fob , front  door'})",1
0.018331940826657494,"frozenset({'key fob , shed'})",1
0.012532560082567454,frozenset({'kings choice tea caddy'}),1
0.014989924804639504,frozenset({'kitchen metal sign'}),1
0.01130387772153143,frozenset({'kneeling mat housework  design'}),1
0.022558608148621418,frozenset({'knitted union flag hot water bottle'}),1
0.023492406743008797,frozenset({'ladies & gentlemen metal sign'}),1
0.01469504103799086,frozenset({'lantern cream gazebo'}),1
0.01376124244360348,frozenset({'large ceramic top storage jar'}),1
0.010075195360495405,frozenset({'large circular mirror mobile'}),1
0.018331940826657494,frozenset({'large heart measuring spoons'}),1
0.027620779476089843,frozenset({'large white heart of wicker'}),1
0.01725070034894579,frozenset({'laundry 15c metal sign'}),1
0.010468373716026933,frozenset({'lipstick pen fuschia'}),1
0.013368064088071951,frozenset({'lipstick pen red'}),1
0.015579692337936796,frozenset({'london bus coffee mug'}),1
0.030913648203666388,frozenset({'love building block word'}),1
0.023394112154125915,frozenset({'love hot water bottle'}),1
0.026736128176143903,frozenset({'lovebird hanging decoration white'}),1
0.0625645058239544,frozenset({'lunch bag  black skull.'}),1
0.03636899788666634,frozenset({'lunch bag alphabet design'}),1
0.050916597041332876,frozenset({'lunch bag apple design'}),1
0.05651938860765715,frozenset({'lunch bag cars blue'}),1
0.024180468865188973,frozenset({'lunch bag doiley pattern'}),1
0.033518454809062764,frozenset({'lunch bag dolly girl design'}),1
0.015972870693468325,frozenset({'lunch bag paisley park'}),1
0.05357055094117069,frozenset({'lunch bag pink polkadot'}),1
0.07686636850641372,frozenset({'lunch bag red retrospot'}),1
0.056863419668747237,frozenset({'lunch bag spaceboy design'}),1
0.053324814468963484,frozenset({'lunch bag suki design'}),1
0.02953752395930604,frozenset({'lunch bag vintage doily'}),1
0.032830392686882585,frozenset({'lunch bag vintage leaf design'}),1
0.05003194574138694,frozenset({'lunch bag woodland'}),1
0.03474713717009879,frozenset({'lunch box i love london'}),1
0.02368899592077456,frozenset({'lunch box with cutlery retrospot'}),1
0.011451319604855752,frozenset({'magic drawing slate dolly girl'}),1
0.012827443849216101,frozenset({'magic drawing slate spaceboy'}),1
0.012188529021477369,frozenset({'magnets pack of 4 swallows'}),1
0.010124342654936846,frozenset({'make your own flowerpower card kit'}),1
0.014498451860225095,frozenset({'manual'}),1
0.012139381727035927,frozenset({'medium ceramic top storage jar'}),1
0.015284808571288151,frozenset({'memo board cottage design'}),1
0.022558608148621418,frozenset({'memo board retrospot  design'}),1
0.024229616159630412,frozenset({'metal 4 hook hanger french chateau'}),1
0.010124342654936846,frozenset({'metal sign drop your pants'}),1
0.011205583132648548,frozenset({'metal sign empire tea'}),1
0.02024868530987369,frozenset({'metal sign take it or leave it'}),1
0.01081240477711702,frozenset({'mini cake stand  hanging strawbery'}),1
0.010566668304909814,frozenset({'mini lights woodland mushrooms'}),1
0.01867597188774758,frozenset({'mini paint set vintage'}),1
0.011008993954882784,frozenset({'mini wooden happy birthday garland'}),1
0.011942792549270163,frozenset({'miniature antique rose hook ivory'}),1
0.01779132058780164,frozenset({'mint kitchen scales'}),1
0.017987909765567404,frozenset({'modern floral stationery set'}),1
0.010370079127144051,frozenset({'monsters stencil craft'}),1
0.017054111171180025,frozenset({'multi colour silver t-light holder'}),1
0.023394112154125915,frozenset({'natural slate chalkboard large'}),1
0.06138497075735981,frozenset({'natural slate heart chalkboard'}),1
0.020396127193198013,frozenset({'natural slate rectangle chalkboard'}),1
0.013073180321423305,frozenset({'no junk mail metal sign'}),1
0.024377058042954737,frozenset({'no singing metal sign'}),1
0.01906915024327911,frozenset({'open closed metal sign'}),1
0.010370079127144051,frozenset({'oven mitt apples design'}),1
0.012680001965891778,frozenset({'owl doorstop'}),1
0.010763257482675578,frozenset({'pack of 12 coloured pencils'}),1
0.020985894726495306,frozenset({'pack of 12 hearts design tissues'}),1
0.025212562048459234,frozenset({'pack of 12 london tissues'}),1
0.010419226421585492,frozenset({'pack of 12 pink paisley tissues'}),1
0.014596746449107977,frozenset({'pack of 12 red retrospot tissues'}),1
0.011402172310414311,frozenset({'pack of 12 skull tissues'}),1
0.010763257482675578,frozenset({'pack of 12 spaceboy tissues'}),1
0.01764387870447732,frozenset({'pack of 12 suki tissues'}),1
0.021772251437558364,frozenset({'pack of 12 traditional crayons'}),1
0.01331891679363051,frozenset({'pack of 12 woodland tissues'}),1
0.03292868727576547,frozenset({'pack of 20 napkins pantry design'}),1
0.018430235415540376,frozenset({'pack of 20 napkins red apples'}),1
0.016464343637882736,frozenset({'pack of 20 skull paper napkins'}),1
0.019413181304369195,frozenset({'pack of 6 birdy gift tags'}),1
0.011008993954882784,frozenset({'pack of 6 sandcastle flags assorted'}),1
0.02953752395930604,frozenset({'pack of 60 dinosaur cake cases'}),1
0.019314886715486312,frozenset({'pack of 60 mushroom cake cases'}),1
0.04270899886961223,frozenset({'pack of 60 pink paisley cake cases'}),1
0.02555659310954932,frozenset({'pack of 60 spaceboy cake cases'}),1
0.06487442866270211,frozenset({'pack of 72 retrospot cake cases'}),1
0.032584656214675385,frozenset({'pack of 72 skull cake cases'}),1
0.01081240477711702,frozenset({'paint your own canvas set'}),1
0.01818449894333317,frozenset({'painted metal pears assorted'}),1
0.023344964859684476,frozenset({'pantry magnetic  shopping list'}),1
0.010419226421585492,frozenset({'pantry pastry brush'}),1
0.011697056077062958,frozenset({'pantry rolling pin'}),1
0.01430186268245933,frozenset({'pantry scrubbing brush'}),1
0.01872511918218902,frozenset({'pantry washing up brush'}),1
0.011697056077062958,frozenset({'paper bunting coloured lace'}),1
0.03926868825871136,frozenset({'paper bunting retrospot'}),1
0.013417211382513393,frozenset({'paper bunting vintage paisley'}),1
0.016022017987909764,frozenset({'paper bunting white lace'}),1
0.05701086155207156,"frozenset({""paper chain kit 50's christmas""})",1
0.021428220376468275,frozenset({'paper chain kit empire'}),1
0.02997984960927901,frozenset({'paper chain kit retrospot'}),1
0.04030078144198162,frozenset({'paper chain kit vintage christmas'}),1
0.01184449796038728,frozenset({'parisienne curio cabinet'}),1
0.012680001965891778,frozenset({'parisienne jewellery drawer'}),1
0.012532560082567454,frozenset({'parisienne key cabinet'}),1
0.08286233842826952,frozenset({'party bunting'}),1
0.023000933798594386,frozenset({'party metal sign'}),1
0.014105273504693566,frozenset({'peg bag apples design'}),1
0.012876591143657542,frozenset({'penny farthing birthday card'}),1
0.010615815599351255,frozenset({'pens assorted funny face'}),1
0.01577628151570256,frozenset({'photo cube'}),1
0.011402172310414311,frozenset({'photo frame 3 classic hanging'}),1
0.024770236398486262,frozenset({'photo frame cornice'}),1
0.021968840615324125,frozenset({'picnic basket wicker large'}),1
0.022706050031945743,frozenset({'picnic basket wicker small'}),1
0.017496436821152997,frozenset({'picture dominoes'}),1
0.013024033026981865,frozenset({'picture frame wood triple portrait'}),1
0.01621860716567553,frozenset({'piggy bank retrospot'}),1
